"Instrument","InstrumentSub","Sector","Periode","waarde"
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2002-06",25472
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2002-07",25906
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2002-08",25698
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2002-09",25823
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2002-10",25381
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2002-11",25437
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2002-12",25089
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-01",23148
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-02",23016
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-03",22331
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-04",22365
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-05",22119
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-06",21692
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-07",21692
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-08",21535
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-09",21338
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-10",21002
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-11",20904
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2003-12",19330
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-01",18899
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-02",19206
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-03",18910
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-04",19065
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-05",18891
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-06",19199
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-07",19442
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-08",19519
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-09",19347
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-10",19131
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-11",19231
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2004-12",20738
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-01",20303
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-02",19974
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-03",20043
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-04",20178
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-05",20016
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-06",19917
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-07",19875
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-08",20185
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-09",18475
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-10",18239
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-11",17947
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2005-12",20123
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-01",19670
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-02",19602
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-03",19471
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-04",19775
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-05",20444
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-06",20650
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-07",20970
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-08",21141
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-09",21449
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-10",21932
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-11",22645
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2006-12",22768
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-01",25145
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-02",28165
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-03",30433
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-04",33840
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-05",35895
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-06",38285
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-07",43568
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-08",45752
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-09",48126
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-10",56040
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-11",59211
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2007-12",61289
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-01",66531
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-02",68977
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-03",69444
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-04",73198
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-05",76258
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-06",77962
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-07",85412
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-08",89301
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-09",89437
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-10",95158
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-11",96327
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2008-12",95105
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-01",93170
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-02",90620
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-03",87516
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-04",81460
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-05",79433
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-06",77445
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-07",73575
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-08",70713
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-09",67843
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-10",60012
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-11",55341
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2009-12",50009
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-01",38659
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-02",36713
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-03",35729
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-04",35511
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-05",35747
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-06",33981
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-07",33012
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-08",32609
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-09",31735
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-10",31576
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-11",31848
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2010-12",32604
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-01",33445
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-02",33933
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-03",34471
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-04",33944
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-05",35055
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-06",35896
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-07",36679
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-08",37466
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-09",38157
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-10",41366
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-11",46132
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2011-12",48312
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-01",50321
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-02",52871
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-03",54036
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-04",54627
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-05",54887
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-06",55292
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-07",55539
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-08",56131
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-09",56400
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-10",54037
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-11",50313
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2012-12",50288
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-01",48954
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-02",47101
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-03",47306
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-04",47224
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-05",46659
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-06",47010
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-07",46829
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-08",47336
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-09",47521
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-10",47280
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-11",47651
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2013-12",48767
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-01",49247
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-02",49564
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-03",49857
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-04",49828
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-05",49722
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-06",49930
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-07",49845
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-08",49987
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-09",50747
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-10",50494
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-11",50260
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2014-12",50968
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-01",51366
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-02",51207
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-03",51426
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-04",51629
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-05",51636
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-06",51780
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-07",51466
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-08",51337
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-09",51394
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-10",51965
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-11",51973
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2015-12",52759
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-01",52840
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-02",52686
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-03",53024
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-04",53067
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-05",52948
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-06",52925
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-07",52723
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-08",52534
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-09",52345
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-10",52102
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-11",51880
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2016-12",55054
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-01",54927
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-02",54850
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-03",54893
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-04",54710
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-05",55141
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-06",54936
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-07",54897
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-08",55040
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-09",55070
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-10",54971
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-11",54893
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2017-12",55384
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-01",55461
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-02",55463
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-03",56082
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-04",55947
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-05",55989
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-06",56233
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-07",56254
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-08",56376
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-09",56460
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-10",56428
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-11",56632
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2018-12",57458
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-01",57376
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-02",56977
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-03",56984
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-04",57055
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-05",57235
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-06",57260
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-07",57255
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-08",57517
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-09",57888
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-10",57783
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-11",57806
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2019-12",58221
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-01",58669
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-02",58682
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-03",58527
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-04",58304
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-05",58254
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-06",58272
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-07",58163
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-08",58227
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-09",57985
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-10",58121
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-11",58335
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2020-12",58572
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-01",59592
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-02",59847
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-03",60080
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-04",60108
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-05",60359
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-06",60767
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-07",60721
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-08",60798
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-09",60735
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-10",60480
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-11",60274
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2021-12",60525
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-01",58519
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-02",58224
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-03",58134
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-04",58562
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-05",58476
